prompt,question,options,answer,gpt4_label
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","Under the authority of a federal voting rights statute, some states drew congressional districts in a manner calculated to increase the likelihood that members of historically disadvantaged minority racial groups would be elected. The U.S. Supreme Court declared these districts to be unconstitutional, as improper racial gerrymanders. In response to this ruling, Congress passed a new statute that explicitly denies the Supreme Court appellate jurisdiction over all future cases challenging the constitutionality of action taken under the authority of the federal voting rights statute. Which of the following is the most persuasive argument for the constitutionality of the new statute restricting the Supreme Court's appellate jurisdiction?","[""0. Article III of the Constitution explicitly states that the Supreme Court's appellate jurisdiction is subject to such exceptions and regulations as Congress shall make."", '1. The constitutional principle of separation of powers authorizes Congress to pass statutes calculated to reduce the effects of Supreme Court decisions that interfere with the exercise of powers that have been delegated to the legislative branch.', '2. The establishment and apportionment of congressional districts directly affect interstate commerce, and the Constitution authorizes Congress to use its plenary authority over such commerce for any purpose it believes will promote the general welfare.', ""3. The Fifteenth Amendment authorizes Congress to enforce the amendment's voting rights provisions by appropriate legislation, and Congress could reasonably determine that this restriction on the Supreme Court's appellate jurisdiction is an appropriate means to that end.""]",0,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",Natural selection is based on all of the following except,"['0. genetic variation exists within populations.', '1. the best-adapted individuals tend to leave the most offspring.', '2. individuals who survive longer tend to leave more offspring than those who die young.', '3. individuals adapt to their environments and, thereby, evolve.']",3,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",Expansionary fiscal policy would best be prescribed to,"['0. eliminate a recessionary gap', '1. reduce inflation', '2. reduce the interest rate', '3. eliminate an inflationary gap']",0,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",Which of the following points supports the argument for American unilateralism?,"['0. Benevolent hegemony', '1. Ineffectiveness of multilateralism', '2. American power', '3. All of the above']",3,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",Which of the following groups of drugs may cause a dry mouth?,"['0. Steroids.', '1. Analgesics.', '2. Antidepressants.', '3. Antifungal agents.']",2,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I taught the child to cut his fingernails with clippers. Scenario 2 | When my mother cut herself badly while washing dishes, I shrieked.","['0. Wrong, Wrong', '1. Wrong, Not wrong', '2. Not wrong, Wrong', '3. Not wrong, Not wrong']",3,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",At what angle to the horizontal should an ideal projectile be launched so that its horizontal displacement (the range) is equal to its maximum vertical displacement?,"['0. sin–1 (1/g)', '1. cos–1 (1/g)', '2. 45°', '3. tan–1 4']",3,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | When my stepmom's hair fell out from chemo, I styled my hair to show her up. Scenario 2 | When my friend told me in private she had a crush, I kept it to myself.","['0. Wrong, Wrong', '1. Wrong, Not wrong', '2. Not wrong, Wrong', '3. Not wrong, Not wrong']",1,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","There may be a substantial time period between contract formation and final completion of performance. Concerning these executory contracts, which of the following is the least correct?","['0. A wholly executory contract is where only promises have been exchanged and there has been no performance by either party.', '1. A partially executed contract means that one party has completed performance while the other party has only promised.', '2. An executed contract exists when both parties have fully performed and no obligations remain.', '3. A partially executed contract means that at least one party has begun performance.']",1,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","A home security protection company provided protection services to property owners in the immediate area. The owner of a summer cottage in the area hired the company to provide 24- hour protection during the winter months when his home was unoccupied. According to the security arrangement, the company's uniformed guards would periodically patrol the property and, if necessary, provide an ""armed response"" to any unauthorized individuals who were found trespassing on the property. The company provided security protection to the owner's property for two years. The owner then notified the company that he was planning to sell the cottage. As a result, he requested that the company discontinue its home-protection service, effective immediately. Two weeks later, a burglar broke into the cottage and was ransacking it. As the burglar was exiting from the owner's house carrying a portable television set, he was seen by a security guard working for the company. The security guard, who was driving past the home on security patrol, had not been informed that the owner had discontinued protection services. The security guard suddenly stopped his patrol vehicle and ran toward the burglar shouting, ""Stop! Don't move or I'll shoot!"" Startled, the burglar dropped the television set and began to flee. Believing that the suspected burglar was about to escape, the security guard pulled out his service revolver and fired a bullet at the burglar. The shot struck the burglar in the leg, seriously wounding him. If the burglar asserts a claim against the owner for negligently failing to supervise those providing security services for the owner's property, the burglar will probably","['0. prevail, because the burglar was unarmed when he was shot.', '1. prevail, because the owner knew or had reason to know that the company provided an ""armed response"" to suspected trespassers.', '2. not prevail, because the owner was not present when the shooting occurred.', '3. not prevail, because the owner had discontinued protection services from the company when the shooting occurred.']",3,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",Insensible loss does not come from:,"['0. pyrexia.', '1. using unhumidified oxygen.', '2. excessive weight loss.', '3. diarrhoea.']",2,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","While on routine patrol, police officers observed a driver make an illegal U-turn. After stopping the driver's car, they observed him reach under the driver's seat. They ordered him out of the car and saw a cellophane package protruding from under the seat. The package contained a white powdery substance, which the officers suspected to be cocaine. The officers placed the driver under arrest and put him in the rear of their patrol car. They then proceeded to search the rest of the driver's car. In the trunk they found an assault rifle that was later determined to be the weapon used in a liquor store robbery. Charged with that robbery, the driver moved to suppress the assault rifle as evidence on the grounds that the police did not have a warrant to search the trunk. The best theory that the prosecution can use in support of the admissibility of the assault rifle as evidence is that","['0. the police conducted an automobile search.', '1. the police conducted an inventory search.', '2. the search was incident to a lawful arrest.', '3. the search was made under exigent circumstances.']",0,QA
